Epoch, 0, mode, training, loss, 0.25829494554549454, loss std, 0.023156799848376784 
Epoch, 0, mode, testing, loss, 0.23090291768312454, loss std, 0.013161788204942933 
Epoch, 1, mode, training, loss, 0.22039841655641795, loss std, 0.01427412907999744 
Epoch, 1, mode, testing, loss, 0.212158432751894, loss std, 0.013449424055221069 
Epoch, 2, mode, training, loss, 0.21071338560432196, loss std, 0.013836058687212181 
Epoch, 2, mode, testing, loss, 0.2089495100080967, loss std, 0.014358674984547426 
Epoch, 3, mode, training, loss, 0.21077703658491373, loss std, 0.014534440462664812 
Epoch, 3, mode, testing, loss, 0.21156393244862556, loss std, 0.015416523730062049 
Epoch, 4, mode, training, loss, 0.21505539026111364, loss std, 0.015462335097211535 
Epoch, 4, mode, testing, loss, 0.2158791445195675, loss std, 0.016425939364392846 
Epoch, 5, mode, training, loss, 0.2192916539683938, loss std, 0.01643212077023222 
Epoch, 5, mode, testing, loss, 0.22004061192274094, loss std, 0.017383890392195678 
Epoch, 6, mode, training, loss, 0.22356733597815037, loss std, 0.017229910132945028 
Epoch, 6, mode, testing, loss, 0.22452521070837975, loss std, 0.01828101551821596 
Epoch, 7, mode, training, loss, 0.22792397893965244, loss std, 0.018132203938978235 
Epoch, 7, mode, testing, loss, 0.22839344769716263, loss std, 0.018999350855015862 
Epoch, 8, mode, training, loss, 0.23185607869178057, loss std, 0.01865986428152912 
Epoch, 8, mode, testing, loss, 0.23188604816794395, loss std, 0.019590657355379227 
Epoch, 9, mode, training, loss, 0.23529210731387137, loss std, 0.01925239145056734 
Epoch, 9, mode, testing, loss, 0.23510647743940352, loss std, 0.020129021112212386 
