Epoch, -2, mode, training, loss, 0.01003915384715583, loss std, 0.005163916449617092 
Epoch, -2, mode, testing, loss, 0.010768116764083971, loss std, 0.005022408687073586 
Epoch, -1, mode, training, loss, 9.269770547747612, loss std, 1.7025245312616077 
Epoch, -1, mode, testing, loss, 9.045818753242493, loss std, 1.7770859203150524 
Epoch, 0, mode, training, loss, 9.245467025637627, loss std, 1.6967225899603973 
Epoch, 0, mode, testing, loss, 9.001451709270476, loss std, 1.7717170647036096 
Epoch, 1, mode, training, loss, 9.204645893573762, loss std, 1.6869647205342813 
Epoch, 1, mode, testing, loss, 8.958099339008331, loss std, 1.7577047210535475 
Epoch, 2, mode, training, loss, 9.155261243581771, loss std, 1.679447777760857 
Epoch, 2, mode, testing, loss, 8.94109414577484, loss std, 1.7565007288014551 
Epoch, 3, mode, training, loss, 9.13297485947609, loss std, 1.6747032846989722 
Epoch, 3, mode, testing, loss, 8.888897113800049, loss std, 1.749223334166276 
Epoch, 4, mode, training, loss, 9.07560249954462, loss std, 1.6670719192078762 
Epoch, 4, mode, testing, loss, 8.8319562625885, loss std, 1.7320479899205368 
Epoch, 5, mode, training, loss, 9.042437983453274, loss std, 1.6610458379252897 
Epoch, 5, mode, testing, loss, 8.797090380191802, loss std, 1.7256618433394229 
Epoch, 6, mode, training, loss, 9.000132402181626, loss std, 1.6501755053631801 
Epoch, 6, mode, testing, loss, 8.763599090576172, loss std, 1.7188476963951191 
Epoch, 7, mode, training, loss, 8.952543982565404, loss std, 1.6427795332490995 
Epoch, 7, mode, testing, loss, 8.734943013191224, loss std, 1.715403670140073 
Epoch, 8, mode, training, loss, 8.914838012754917, loss std, 1.6375313720670044 
Epoch, 8, mode, testing, loss, 8.669898431301117, loss std, 1.7000224729073343 
Epoch, 9, mode, training, loss, 8.872468610405923, loss std, 1.6271142369143332 
Epoch, 9, mode, testing, loss, 8.634544453620911, loss std, 1.6977199524977273 
Epoch, 10, mode, training, loss, 8.8174229067564, loss std, 1.6174733334608442 
Epoch, 10, mode, testing, loss, 8.583488662242889, loss std, 1.6833198113278678 
Epoch, 11, mode, training, loss, 8.78109319984913, loss std, 1.6122251668644154 
Epoch, 11, mode, testing, loss, 8.56077348947525, loss std, 1.677786271126548 
Epoch, 12, mode, training, loss, 8.756036736369133, loss std, 1.6073995536088255 
Epoch, 12, mode, testing, loss, 8.523282346725464, loss std, 1.676063180327489 
Epoch, 13, mode, training, loss, 8.722603847682477, loss std, 1.6010208051789225 
Epoch, 13, mode, testing, loss, 8.499060792922974, loss std, 1.6666088418894673 
Epoch, 14, mode, training, loss, 8.700194070339203, loss std, 1.595700263667489 
Epoch, 14, mode, testing, loss, 8.461974112987518, loss std, 1.661551509821902 
Epoch, 15, mode, training, loss, 8.658546497821808, loss std, 1.5868029643565522 
Epoch, 15, mode, testing, loss, 8.445658257007599, loss std, 1.6583314832739895 
Epoch, 16, mode, training, loss, 8.65072250932455, loss std, 1.5912246517963375 
Epoch, 16, mode, testing, loss, 8.419910957813263, loss std, 1.6488445714084483 
Epoch, 17, mode, training, loss, 8.622563546001912, loss std, 1.5816214970198172 
Epoch, 17, mode, testing, loss, 8.40778032064438, loss std, 1.647815901099725 
Epoch, 18, mode, training, loss, 8.604650355279446, loss std, 1.5800238207538824 
Epoch, 18, mode, testing, loss, 8.394014837741851, loss std, 1.643356734857663 
Epoch, 19, mode, training, loss, 8.598158091902732, loss std, 1.5789971459474748 
Epoch, 19, mode, testing, loss, 8.373110527992248, loss std, 1.6465889259923794 
