Epoch, -2, mode, training, loss, 0.006027292077245268, loss std, 0.003120581737550155 
Epoch, -2, mode, testing, loss, 0.006701069370804665, loss std, 0.003492014929064159 
Epoch, -1, mode, training, loss, 9.170520544052124, loss std, 1.466772560599857 
Epoch, -1, mode, testing, loss, 9.072166140874227, loss std, 1.474259084266689 
Epoch, 0, mode, training, loss, 9.144638375441234, loss std, 1.466126756196322 
Epoch, 0, mode, testing, loss, 9.032250595092773, loss std, 1.4669528880392162 
Epoch, 1, mode, training, loss, 9.099613551298777, loss std, 1.4568977596838177 
Epoch, 1, mode, testing, loss, 8.974860024452209, loss std, 1.4606872918724512 
Epoch, 2, mode, training, loss, 9.02503013809522, loss std, 1.4465802617502 
Epoch, 2, mode, testing, loss, 8.903472741444906, loss std, 1.445940333018422 
Epoch, 3, mode, training, loss, 8.95389083425204, loss std, 1.4318525657094703 
Epoch, 3, mode, testing, loss, 8.810157910982769, loss std, 1.424395224716593 
Epoch, 4, mode, training, loss, 8.856758822997412, loss std, 1.4194156756489391 
Epoch, 4, mode, testing, loss, 8.695038668314616, loss std, 1.4113401018369618 
Epoch, 5, mode, training, loss, 8.724743922551474, loss std, 1.397522936654079 
Epoch, 5, mode, testing, loss, 8.579264132181804, loss std, 1.3876090386900493 
Epoch, 6, mode, training, loss, 8.621287496884664, loss std, 1.3810572994836474 
Epoch, 6, mode, testing, loss, 8.470950531959534, loss std, 1.3748781722131238 
Epoch, 7, mode, training, loss, 8.49285980463028, loss std, 1.3591035139112013 
Epoch, 7, mode, testing, loss, 8.352175243695577, loss std, 1.3471497795959488 
Epoch, 8, mode, training, loss, 8.398656183481217, loss std, 1.3353931335437688 
Epoch, 8, mode, testing, loss, 8.278101976712545, loss std, 1.3362578631923483 
Epoch, 9, mode, training, loss, 8.344623921314875, loss std, 1.3339972390261607 
Epoch, 9, mode, testing, loss, 8.240185427665711, loss std, 1.3330906316998332 
Epoch, 10, mode, training, loss, 8.310380029678345, loss std, 1.3278801684839665 
Epoch, 10, mode, testing, loss, 8.209412892659506, loss std, 1.3259761122245237 
Epoch, 11, mode, training, loss, 8.286597921450932, loss std, 1.3224483065435906 
Epoch, 11, mode, testing, loss, 8.188844386736552, loss std, 1.3245085560282384 
Epoch, 12, mode, training, loss, 8.273817869027456, loss std, 1.317582316825043 
Epoch, 12, mode, testing, loss, 8.183325084050496, loss std, 1.31951675286316 
Epoch, 13, mode, training, loss, 8.26739808122317, loss std, 1.3178632593192614 
Epoch, 13, mode, testing, loss, 8.17238110701243, loss std, 1.3140315762850627 
Epoch, 14, mode, training, loss, 8.248516323169072, loss std, 1.3165368089670002 
Epoch, 14, mode, testing, loss, 8.159810868899028, loss std, 1.3175893923647597 
Epoch, 15, mode, training, loss, 8.234861038128535, loss std, 1.3130648696320648 
Epoch, 15, mode, testing, loss, 8.141633582115173, loss std, 1.3158806320742906 
Epoch, 16, mode, training, loss, 8.233769112825394, loss std, 1.3131907470489808 
Epoch, 16, mode, testing, loss, 8.154517857233683, loss std, 1.3143773388417397 
Epoch, 17, mode, training, loss, 8.23152190844218, loss std, 1.3128866311431873 
Epoch, 17, mode, testing, loss, 8.137013403574626, loss std, 1.313289312469609 
Epoch, 18, mode, training, loss, 8.217840099334717, loss std, 1.3097736316356445 
Epoch, 18, mode, testing, loss, 8.126177024841308, loss std, 1.3119869312082764 
Epoch, 19, mode, training, loss, 8.209974732001623, loss std, 1.3065742398760476 
Epoch, 19, mode, testing, loss, 8.125335772832235, loss std, 1.3138177688807413 
