Epoch, -2, mode, training, loss, 2.1211446669721044, loss std, 0.7281419478110407 
Epoch, -2, mode, testing, loss, 2.155516328513622, loss std, 0.6831424191028668 
Epoch, -1, mode, training, loss, 5.710574576854706, loss std, 0.7600367556033983 
Epoch, -1, mode, testing, loss, 5.738786549568176, loss std, 0.7027126356655448 
Epoch, 0, mode, training, loss, 5.7068218606710435, loss std, 0.7570896110793626 
Epoch, 0, mode, testing, loss, 5.734062563180924, loss std, 0.7091937697224742 
Epoch, 1, mode, training, loss, 5.709179797172546, loss std, 0.7566023533272568 
Epoch, 1, mode, testing, loss, 5.745468119382858, loss std, 0.715185699291644 
Epoch, 2, mode, training, loss, 5.730437439382076, loss std, 0.7614880504328849 
Epoch, 2, mode, testing, loss, 5.793227455615997, loss std, 0.7377669949294643 
Epoch, 3, mode, training, loss, 5.812417680323124, loss std, 0.7790484237684671 
Epoch, 3, mode, testing, loss, 6.077070047855377, loss std, 0.8463300198094692 
Epoch, 4, mode, training, loss, 6.069666107296944, loss std, 0.8439649901971168 
Epoch, 4, mode, testing, loss, 6.196536984443664, loss std, 0.8904935679151045 
Epoch, 5, mode, training, loss, 6.255665989816189, loss std, 0.889994747088192 
Epoch, 5, mode, testing, loss, 6.441037459373474, loss std, 0.9700562988330476 
Epoch, 6, mode, training, loss, 6.666787916123867, loss std, 1.012062180277171 
Epoch, 6, mode, testing, loss, 6.975789744853973, loss std, 1.1297599910331486 
Epoch, 7, mode, training, loss, 7.152104883790016, loss std, 1.1121766564648339 
Epoch, 7, mode, testing, loss, 7.561639044284821, loss std, 1.2800103599556922 
Epoch, 8, mode, training, loss, 7.784493209123611, loss std, 1.25924782977218 
Epoch, 8, mode, testing, loss, 8.103287079334258, loss std, 1.4050641797917782 
Epoch, 9, mode, training, loss, 8.507000788450242, loss std, 1.4082983463375702 
Epoch, 9, mode, testing, loss, 8.812739384174346, loss std, 1.5648750904562099 
