Epoch, -2, mode, training, loss, 0.01018513263319619, loss std, 0.004987807081929063 
Epoch, -2, mode, testing, loss, 0.010138494841376086, loss std, 0.004936482551374237 
Epoch, -1, mode, training, loss, 4.600058861374855, loss std, 0.21956528964628572 
Epoch, -1, mode, testing, loss, 4.621550880670547, loss std, 0.21072084641941444 
Epoch, 0, mode, training, loss, 4.664060757160187, loss std, 0.2933900477165929 
Epoch, 0, mode, testing, loss, 4.756403287649155, loss std, 0.33705372280698437 
Epoch, 1, mode, training, loss, 4.741954052448273, loss std, 0.36393865190029784 
Epoch, 1, mode, testing, loss, 4.818492745161056, loss std, 0.38567901102312396 
Epoch, 2, mode, training, loss, 4.746021759808063, loss std, 0.3670180253232822 
Epoch, 2, mode, testing, loss, 4.787877522706985, loss std, 0.3665178035979547 
Epoch, 3, mode, training, loss, 4.747923679351807, loss std, 0.3681893817538155 
Epoch, 3, mode, testing, loss, 4.790041995048523, loss std, 0.36631229968571116 
Epoch, 4, mode, training, loss, 4.746722436249256, loss std, 0.37488732951028364 
Epoch, 4, mode, testing, loss, 4.800721864700318, loss std, 0.3890997488116211 
Epoch, 5, mode, training, loss, 4.708446861207485, loss std, 0.3346028885624944 
Epoch, 5, mode, testing, loss, 4.731075729131699, loss std, 0.33805294914537326 
Epoch, 6, mode, training, loss, 4.727409795224666, loss std, 0.3580741735154 
Epoch, 6, mode, testing, loss, 4.815910190343857, loss std, 0.4094272873425035 
Epoch, 7, mode, training, loss, 4.774333725869655, loss std, 0.4001341011404014 
Epoch, 7, mode, testing, loss, 4.823210623264313, loss std, 0.4119822755492321 
Epoch, 8, mode, training, loss, 4.782527982890606, loss std, 0.4002476101894972 
Epoch, 8, mode, testing, loss, 4.803833795785904, loss std, 0.3889377638518869 
Epoch, 9, mode, training, loss, 4.796931144893169, loss std, 0.41253827800690734 
Epoch, 9, mode, testing, loss, 4.8200150179862975, loss std, 0.40398057291567435 
Epoch, 10, mode, training, loss, 4.822142904996872, loss std, 0.4295386039308918 
Epoch, 10, mode, testing, loss, 4.855849245786667, loss std, 0.42819174503947666 
Epoch, 11, mode, training, loss, 4.849084883630276, loss std, 0.45460945609328823 
Epoch, 11, mode, testing, loss, 4.93292135477066, loss std, 0.4245899572702221 
Epoch, 12, mode, training, loss, 5.025317564308644, loss std, 0.5630257895018881 
Epoch, 12, mode, testing, loss, 5.172050322294235, loss std, 0.5613159791360924 
Epoch, 13, mode, training, loss, 5.257576646506786, loss std, 0.6961552656888552 
Epoch, 13, mode, testing, loss, 5.784341492652893, loss std, 0.7865176001166702 
Epoch, 14, mode, training, loss, 5.698203549981117, loss std, 0.8463388469111708 
Epoch, 14, mode, testing, loss, 5.80689907670021, loss std, 0.7906483058338467 
Epoch, 15, mode, training, loss, 5.744862953126431, loss std, 0.8623875220005609 
Epoch, 15, mode, testing, loss, 5.950892151594162, loss std, 0.8551735434471577 
Epoch, 16, mode, training, loss, 5.874504264891147, loss std, 0.9061708994226177 
Epoch, 16, mode, testing, loss, 6.054699728488922, loss std, 0.8831599416749564 
Epoch, 17, mode, training, loss, 5.990050429999829, loss std, 0.9478828761838239 
Epoch, 17, mode, testing, loss, 6.207192932367325, loss std, 0.9168374827495451 
Epoch, 18, mode, training, loss, 6.170039133429527, loss std, 1.0058384581555397 
Epoch, 18, mode, testing, loss, 6.373687251806259, loss std, 0.9693989973198265 
Epoch, 19, mode, training, loss, 6.453958178758621, loss std, 1.116884081249048 
Epoch, 19, mode, testing, loss, 6.92350369811058, loss std, 1.1307949501303727 
