training loss, non-robust, two-stage, 2.1636264922469852,5.744901578128338,5.725417106151581,5.702315340638161,5.685120955705643,5.663871654868126,5.639408357441425,5.607696536183357,5.573556921780109,5.532268659472465,5.4876405656337734,5.442185546457767
training loss, non-robust, decision-focused, 2.1636264922469852,5.742618456184864,9.645768224596978,11.316475176811219,11.325191420912743,11.32619812786579,11.326434890031814,11.326522553563118,11.326563739776612,11.326584072113038,11.32659495651722,11.326602214574814
training loss, robust, two-stage, 0.0,4.585441689491272,4.534428094625473,4.4974926555156705,4.4666213670372965,4.429719919264317,4.388482319414615,4.333779241144657,4.268804560601711,4.195759225189686,4.118664543628693,4.038372272253037
training loss, robust, decision-focused, 0.0,4.596998341977597,8.493452889025212,11.3638865172863,11.83492102742195,12.025524882674217,12.099017387032509,12.119519135951997,12.136933913230896,12.131351175308227,12.139175519943237,12.133941091895103
testing loss, non-robust, two-stage, 2.170315679758787,5.738959603309631,5.702980124950409,5.685637304782867,5.668857544660568,5.6523664033412935,5.6219831514358525,5.600387425422668,5.5597896790504455,5.521389045715332,5.477124483585357,5.43949910402298
testing loss, non-robust, decision-focused, 2.170315679758787,5.738131929636001,11.192301983833312,11.216720852851868,11.219100742340087,11.219499413967133,11.21962631702423,11.219681706428528,11.21970913887024,11.21972442150116,11.219733126163483,11.219738268852234
testing loss, robust, two-stage, 0.0,4.584588614702224,4.5009748649597165,4.473156751394272,4.445686728954315,4.407894090414048,4.361479394435882,4.294255588054657,4.2302291810512545,4.167234233617783,4.090294704437256,4.016394394636154
testing loss, robust, decision-focused, 0.0,4.594356591701508,10.86063943386078,11.566365115642547,11.869954726696015,11.994069848060608,12.023278834819793,12.038509876728059,12.03369173526764,12.042827372550965,12.039609441757202,12.030126349925995
training loss, non-robust, two-stage, 2.125875490664039,5.716737489104271,5.6924780651927,5.667686700224876,5.646183848977089,5.618738821148872,5.586801206469536,5.548204109072685,5.500658833682537,5.450191810131073,5.395261732339859,5.33763179242611
training loss, non-robust, decision-focused, 2.125875490664039,5.716117183268071,9.244383171796798,11.288752455115318,11.30080270588398,11.303026222586631,11.303401382565498,11.30351845383644,11.303567469120026,11.303590480685234,11.303602797389031,11.303609721064568
training loss, robust, two-stage, 0.0,4.5956363090872765,4.538502576351166,4.501190947592258,4.473174800276756,4.4378176009654995,4.391917835175991,4.341545340716839,4.28063741594553,4.210816279053688,4.142912547886372,4.072665417790413
training loss, robust, decision-focused, 0.0,4.611328690052033,8.438231872916221,11.338948631882667,11.889984126091003,11.995855513215066,11.997003186941146,11.998666855096817,11.994104726314545,12.015123906731606,12.003130250573157,12.001288468837737
testing loss, non-robust, two-stage, 2.2788071143627167,5.852500436305999,5.81044694185257,5.789765264987945,5.7699353992938995,5.747314311265946,5.715594846010208,5.663062269687653,5.619893937110901,5.57164568901062,5.5161168670654295,5.472816084623337
testing loss, non-robust, decision-focused, 2.2788071143627167,5.843116180896759,11.542065031528473,11.574828338623046,11.579372849464416,11.580093579292297,11.580278120040894,11.580348370075226,11.5803804063797,11.580396831035614,11.580405731201171,11.580410828590393
testing loss, robust, two-stage, 0.0,4.536238460540772,4.492070487737656,4.4656157875061036,4.440403060913086,4.405600161552429,4.35629144191742,4.30296502828598,4.257053713798523,4.18918674826622,4.123202810287475,4.050727573633194
testing loss, robust, decision-focused, 0.0,4.555696454048157,10.626590206623078,11.743812675476073,11.93716109752655,11.930919647216797,11.931042354106904,11.944963383674622,11.985756726264954,11.963821015357972,11.940648906230926,11.954093968868255
training loss, non-robust, two-stage, 2.756105094887316,6.336079770326615,6.318145931363106,6.2919482421875,6.267741507589817,6.240098274648189,6.205371088385582,6.159787973463535,6.10393997579813,6.041951961815357,5.9773969775438305,5.911536033451557
training loss, non-robust, decision-focused, 2.756105094887316,6.348585298359394,10.464443701505662,11.964643114805222,11.96653759598732,11.966646531820297,11.96667533814907,11.966686292886735,11.966691593527793,11.966694437861442,11.966695867180825,11.966696715354919
training loss, robust, two-stage, 0.0,4.858449629843235,4.795415691137314,4.747107802629471,4.711288962960243,4.6599042731523515,4.6060010188817975,4.531204437017441,4.449790755212307,4.353688827455044,4.257878660261631,4.160239697992802
training loss, robust, decision-focused, 0.0,4.85106486260891,9.70519351899624,12.435683731436729,12.655582179427148,12.66145317196846,12.690490968227387,12.70725212097168,12.701138845682145,12.718734475374221,12.749200812578202,12.787776957154273
testing loss, non-robust, two-stage, 2.725624254792929,6.302619380950928,6.2684801948070525,6.247491308450699,6.225535806417465,6.195031043291092,6.153271362781525,6.105185990333557,6.051857705116272,5.995229678153992,5.941607027053833,5.873598397970199
testing loss, non-robust, decision-focused, 2.725624254792929,6.324426270723343,11.908382635116578,11.91680101633072,11.91703041791916,11.91707648038864,11.917092595100403,11.917099721431732,11.91710342168808,11.9171053481102,11.917106347084045,11.917106947898866
testing loss, robust, two-stage, 0.0,4.865818877220153,4.771483607292176,4.742030313014984,4.697386919260025,4.6478786635398865,4.594338690042496,4.51253919839859,4.427131986618042,4.343713244199753,4.260622786283493,4.16149587392807
testing loss, robust, decision-focused, 0.0,4.856180410385132,12.122690224647522,12.638556981086731,12.682440176010132,12.708323426246643,12.705734169483184,12.715953435897827,12.736895935535431,12.737392165660857,12.763445377349854,12.789871912002564
training loss, non-robust, two-stage, 2.1354599164053796,5.7331702688336375,5.707806434333325,5.682630810439587,5.6607058253884315,5.634098116755485,5.60038061350584,5.559616772830486,5.5116622897982595,5.460593799352646,5.409462134540081,5.362180416285992
training loss, non-robust, decision-focused, 2.1354599164053796,5.7231957295537,9.478173266053199,11.39649884402752,11.408817999958991,11.411394488811492,11.412229278087615,11.412588964104652,11.412784805297852,11.412900629043579,11.412961178421973,11.413003833889961
training loss, robust, two-stage, 0.0,4.608299268186093,4.550218185782432,4.510621598958969,4.485892059206963,4.454335831403732,4.418782670497894,4.371647924184799,4.314310529828072,4.251072859764099,4.182673204243184,4.11343453168869
training loss, robust, decision-focused, 0.0,4.591673841774464,8.34594448775053,11.222877254486084,11.543108323812485,11.633044022917748,11.665356308221817,11.665112320184708,11.684600780010223,11.709727513194084,11.695134770870208,11.723804222345352
testing loss, non-robust, two-stage, 2.087695551365614,5.680796067714692,5.642969272136688,5.623555027246475,5.604458290338516,5.571123468875885,5.539798251390457,5.500925043821335,5.445697365999222,5.3977178752422335,5.3479827737808225,5.305149408578873
testing loss, non-robust, decision-focused, 2.087695551365614,5.6794952774047855,11.174293532371522,11.206659591197967,11.211047778129577,11.212362446784972,11.212898073196412,11.213173089027405,11.213319413661957,11.213402211666107,11.21346083164215,11.213491303920746
testing loss, robust, two-stage, 0.0,4.602425549030304,4.520816509723663,4.496435471773148,4.4705984032154085,4.446695816516876,4.397086044549942,4.345222432613372,4.2940803408622745,4.229691634178161,4.173854428529739,4.098065659999848
