Epoch, -2, mode, training, loss, 0.0, loss std, 0.0 
Epoch, -2, mode, testing, loss, 0.0, loss std, 0.0 
Epoch, -1, mode, training, loss, 9.138148872057597, loss std, 1.8888471570816927 
Epoch, -1, mode, testing, loss, 8.794119675954184, loss std, 2.071225195393296 
Epoch, 0, mode, training, loss, 9.051794111728668, loss std, 1.8704765874801181 
Epoch, 0, mode, testing, loss, 8.597994144757589, loss std, 2.024107357537253 
Epoch, 1, mode, training, loss, 8.762586281696956, loss std, 1.8054750686196321 
Epoch, 1, mode, testing, loss, 8.220303789774578, loss std, 1.930364556376749 
Epoch, 2, mode, training, loss, 8.377155286073684, loss std, 1.7269280049441638 
Epoch, 2, mode, testing, loss, 7.930614074071248, loss std, 1.8564625682517977 
Epoch, 3, mode, training, loss, 8.204954473177592, loss std, 1.6843736272688308 
Epoch, 3, mode, testing, loss, 7.868790690104166, loss std, 1.840567856638506 
Epoch, 4, mode, training, loss, 8.170146390795708, loss std, 1.6784964881742237 
Epoch, 4, mode, testing, loss, 7.853580617904663, loss std, 1.836681119219969 
Epoch, 5, mode, training, loss, 8.160471781094868, loss std, 1.6760894126119432 
Epoch, 5, mode, testing, loss, 7.848398661613464, loss std, 1.83538813365507 
Epoch, 6, mode, training, loss, 8.156117411454519, loss std, 1.674983371864533 
Epoch, 6, mode, testing, loss, 7.845411499341329, loss std, 1.8346635143045404 
Epoch, 7, mode, training, loss, 8.153856975833575, loss std, 1.6745674077909374 
Epoch, 7, mode, testing, loss, 7.843919992446899, loss std, 1.8343078558936632 
Epoch, 8, mode, training, loss, 8.152503489454586, loss std, 1.6742521123625966 
Epoch, 8, mode, testing, loss, 7.842872563997904, loss std, 1.83407329882086 
Epoch, 9, mode, training, loss, 8.151549671093623, loss std, 1.6740526429812272 
Epoch, 9, mode, testing, loss, 7.842038361231486, loss std, 1.8338797318732658 
Epoch, 10, mode, training, loss, 8.150867622097334, loss std, 1.6738612201170129 
Epoch, 10, mode, testing, loss, 7.841601125399271, loss std, 1.8337827376459692 
Epoch, 11, mode, training, loss, 8.150529267390569, loss std, 1.6738120148666793 
Epoch, 11, mode, testing, loss, 7.841357851028443, loss std, 1.833727565376259 
Epoch, 12, mode, training, loss, 8.150270401438076, loss std, 1.673756611365078 
Epoch, 12, mode, testing, loss, 7.841139014561971, loss std, 1.8336776233711876 
Epoch, 13, mode, training, loss, 8.150087024768194, loss std, 1.6737115805173324 
Epoch, 13, mode, testing, loss, 7.841009553273519, loss std, 1.833648114716106 
Epoch, 14, mode, training, loss, 8.149962477882703, loss std, 1.673685270124509 
Epoch, 14, mode, testing, loss, 7.840909647941589, loss std, 1.8336229306819918 
