Epoch, -2, mode, training, loss, 0.0, loss std, 0.0 
Epoch, -2, mode, testing, loss, 0.0, loss std, 0.0 
Epoch, -1, mode, training, loss, 9.0837389032046, loss std, 1.460666448827505 
Epoch, -1, mode, testing, loss, 8.98182234764099, loss std, 1.4694449084533683 
Epoch, 0, mode, training, loss, 9.065282162030538, loss std, 1.4574156151333122 
Epoch, 0, mode, testing, loss, 8.93778551419576, loss std, 1.4619551010836709 
Epoch, 1, mode, training, loss, 8.993892113367716, loss std, 1.4504583326194187 
Epoch, 1, mode, testing, loss, 8.834797573089599, loss std, 1.4431845340547054 
Epoch, 2, mode, training, loss, 8.87898672024409, loss std, 1.4316295098773584 
Epoch, 2, mode, testing, loss, 8.697017161051432, loss std, 1.4171133923254222 
Epoch, 3, mode, training, loss, 8.676078768571218, loss std, 1.3947847537801434 
Epoch, 3, mode, testing, loss, 8.49795381228129, loss std, 1.3821082113577219 
Epoch, 4, mode, training, loss, 8.530476518472035, loss std, 1.3685055057684705 
Epoch, 4, mode, testing, loss, 8.386847758293152, loss std, 1.362489718890452 
Epoch, 5, mode, training, loss, 8.423877801497778, loss std, 1.3497219482372875 
Epoch, 5, mode, testing, loss, 8.29812171459198, loss std, 1.3476760749770584 
Epoch, 6, mode, training, loss, 8.359770280122756, loss std, 1.3372987453879848 
Epoch, 6, mode, testing, loss, 8.249968934059144, loss std, 1.339451135530343 
Epoch, 7, mode, training, loss, 8.308762081464131, loss std, 1.3280791435128223 
Epoch, 7, mode, testing, loss, 8.206691646575928, loss std, 1.332575154098006 
Epoch, 8, mode, training, loss, 8.28710914850235, loss std, 1.3251215869097834 
Epoch, 8, mode, testing, loss, 8.196848821640014, loss std, 1.3307830195553358 
Epoch, 9, mode, training, loss, 8.267279320955277, loss std, 1.3212586371695323 
Epoch, 9, mode, testing, loss, 8.170656116803487, loss std, 1.3263985355012329 
Epoch, 10, mode, training, loss, 8.254934883117675, loss std, 1.3197647594889588 
Epoch, 10, mode, testing, loss, 8.159359447161357, loss std, 1.3249884560220402 
Epoch, 11, mode, training, loss, 8.234861405690511, loss std, 1.3176596536469865 
Epoch, 11, mode, testing, loss, 8.12950508594513, loss std, 1.320295354240388 
Epoch, 12, mode, training, loss, 8.214542059103648, loss std, 1.3136143876350714 
Epoch, 12, mode, testing, loss, 8.133300280570984, loss std, 1.3210735616522375 
Epoch, 13, mode, training, loss, 8.218336796760559, loss std, 1.3138396392086775 
Epoch, 13, mode, testing, loss, 8.120742567380269, loss std, 1.318521277087545 
Epoch, 14, mode, training, loss, 8.199557731548945, loss std, 1.3105934056630804 
Epoch, 14, mode, testing, loss, 8.103895115852357, loss std, 1.3161767606472752 
Epoch, 15, mode, training, loss, 8.185119585196178, loss std, 1.309209900752336 
Epoch, 15, mode, testing, loss, 8.079274916648865, loss std, 1.3126243194457634 
Epoch, 16, mode, training, loss, 8.159404257933298, loss std, 1.3040493134448456 
Epoch, 16, mode, testing, loss, 8.069035728772482, loss std, 1.3107357051681257 
Epoch, 17, mode, training, loss, 8.152608946959178, loss std, 1.3037147543774172 
Epoch, 17, mode, testing, loss, 8.06219821770986, loss std, 1.3095094348298946 
Epoch, 18, mode, training, loss, 8.150757443904876, loss std, 1.3032216288379692 
Epoch, 18, mode, testing, loss, 8.056637565294901, loss std, 1.308311120321999 
Epoch, 19, mode, training, loss, 8.1599318365256, loss std, 1.3050186342494159 
Epoch, 19, mode, testing, loss, 8.070761688550313, loss std, 1.3101686930656031 
