Epoch, -2, mode, training, obj values, 4.215789479017258, obj std, 3.214879993047586 
Epoch, -2, mode, testing, obj values, 3.8995548516511915, obj std, 2.7100370963799496 
Epoch, -1, mode, training, obj values, 4.605720037718614, obj std, 3.2539473015181444 
Epoch, -1, mode, testing, obj values, 4.371161330739657, obj std, 2.892296485963839 
Epoch, 0, mode, training, obj values, 4.60572003275156, obj std, 3.2539472910509244 
Epoch, 0, mode, testing, obj values, 4.371161330739657, obj std, 2.8922964859638385 
Epoch, 1, mode, training, obj values, 4.605720028777918, obj std, 3.253947290558951 
Epoch, 1, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565462 
Epoch, 2, mode, training, obj values, 4.605720035235087, obj std, 3.2539473006086643 
Epoch, 2, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565462 
Epoch, 3, mode, training, obj values, 4.605720031261444, obj std, 3.2539472929033537 
Epoch, 3, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565467 
Epoch, 4, mode, training, obj values, 4.605720034986734, obj std, 3.2539473006984805 
Epoch, 4, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565462 
Epoch, 5, mode, training, obj values, 4.605720033248265, obj std, 3.2539473002678143 
Epoch, 5, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565467 
Epoch, 6, mode, training, obj values, 4.605720032254855, obj std, 3.2539472897479884 
Epoch, 6, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565462 
Epoch, 7, mode, training, obj values, 4.6057200387120245, obj std, 3.253947303379357 
Epoch, 7, mode, testing, obj values, 4.371161324779193, obj std, 2.8922964896329053 
Epoch, 8, mode, training, obj values, 4.60572003920873, obj std, 3.2539473029453205 
Epoch, 8, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565462 
Epoch, 9, mode, training, obj values, 4.605720028777918, obj std, 3.253947280771975 
Epoch, 9, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565462 
