Epoch, 0, mode, training, loss, 0.07418857818935067, loss std, 0.07278993895521887 
Epoch, 0, mode, testing, loss, 0.028038610275834798, loss std, 0.00435198545054231 
Epoch, 1, mode, training, loss, 0.028027304585557432, loss std, 0.004548683872450154 
Epoch, 1, mode, testing, loss, 0.02755845885723829, loss std, 0.004620803586889517 
Epoch, 2, mode, training, loss, 0.02785830239765346, loss std, 0.004583883745594443 
Epoch, 2, mode, testing, loss, 0.027004101239144804, loss std, 0.00439345309630327 
Epoch, 3, mode, training, loss, 0.02780046731233597, loss std, 0.004491696548482121 
Epoch, 3, mode, testing, loss, 0.027063227761536836, loss std, 0.004304382801092466 
Epoch, 4, mode, training, loss, 0.02769178883638233, loss std, 0.004567709176628222 
Epoch, 4, mode, testing, loss, 0.027211539819836615, loss std, 0.004242222978156312 
Epoch, 5, mode, training, loss, 0.02770867645274848, loss std, 0.004631552261963598 
Epoch, 5, mode, testing, loss, 0.027355067133903503, loss std, 0.0045781055328673196 
Epoch, 6, mode, training, loss, 0.02753162035252899, loss std, 0.004529385985503416 
Epoch, 6, mode, testing, loss, 0.026789133939892053, loss std, 0.004338613216852063 
Epoch, 7, mode, training, loss, 0.02766671417746693, loss std, 0.004671592498398288 
Epoch, 7, mode, testing, loss, 0.02712566651403904, loss std, 0.0043016967315325375 
Epoch, 8, mode, training, loss, 0.0276113000838086, loss std, 0.004468468756925971 
Epoch, 8, mode, testing, loss, 0.027013808842748403, loss std, 0.004351193556110275 
Epoch, 9, mode, training, loss, 0.027543358323164284, loss std, 0.0046019979924224975 
Epoch, 9, mode, testing, loss, 0.027079662643373012, loss std, 0.004566137911822095 
