Epoch, 0, mode, training, loss, 0.21924476344138383, loss std, 0.03150366735638352 
Epoch, 0, mode, testing, loss, 0.17304858788847924, loss std, 0.007980684639917064 
Epoch, 1, mode, training, loss, 0.13716707080602647, loss std, 0.019566695064466587 
Epoch, 1, mode, testing, loss, 0.11056990548968315, loss std, 0.00724384253486686 
Epoch, 2, mode, training, loss, 0.09027544136624784, loss std, 0.012769979156736768 
Epoch, 2, mode, testing, loss, 0.07682000957429409, loss std, 0.00709462934469372 
Epoch, 3, mode, training, loss, 0.06544160132762045, loss std, 0.008845220701138279 
Epoch, 3, mode, testing, loss, 0.059493889845907685, loss std, 0.007063137487426839 
Epoch, 4, mode, training, loss, 0.05257559415185824, loss std, 0.008144850375804147 
Epoch, 4, mode, testing, loss, 0.05018319087103009, loss std, 0.006975101693110374 
Epoch, 5, mode, training, loss, 0.04559374041855335, loss std, 0.007731595681418935 
Epoch, 5, mode, testing, loss, 0.045183335710316894, loss std, 0.00719120838467329 
Epoch, 6, mode, training, loss, 0.04151147233787924, loss std, 0.007563153287323139 
Epoch, 6, mode, testing, loss, 0.042019510501995684, loss std, 0.007063531174562846 
Epoch, 7, mode, training, loss, 0.03901185729773715, loss std, 0.00760494368874576 
Epoch, 7, mode, testing, loss, 0.040004109311848876, loss std, 0.00703733855663198 
Epoch, 8, mode, training, loss, 0.037393446150235835, loss std, 0.0074642714567913215 
Epoch, 8, mode, testing, loss, 0.03864361341111362, loss std, 0.007047202174644724 
Epoch, 9, mode, training, loss, 0.036172798834741116, loss std, 0.0074974878043932705 
Epoch, 9, mode, testing, loss, 0.037758044246584174, loss std, 0.007066863913350051 
Epoch, 10, mode, training, loss, 0.035368815250694755, loss std, 0.007455110872406673 
Epoch, 10, mode, testing, loss, 0.03707187650725245, loss std, 0.00713667629381199 
Epoch, 11, mode, training, loss, 0.034734272077912465, loss std, 0.007556465491790283 
Epoch, 11, mode, testing, loss, 0.036477052001282574, loss std, 0.0070311549160539145 
Epoch, 12, mode, training, loss, 0.034256163710961116, loss std, 0.007462429326400374 
Epoch, 12, mode, testing, loss, 0.03609102303162217, loss std, 0.007154519056834766 
Epoch, 13, mode, training, loss, 0.03385356984799728, loss std, 0.0074475449878320926 
Epoch, 13, mode, testing, loss, 0.03566322731785476, loss std, 0.006977593359374897 
Epoch, 14, mode, training, loss, 0.03354978022398427, loss std, 0.007455076065094191 
Epoch, 14, mode, testing, loss, 0.03540029712021351, loss std, 0.007020387465323754 
Epoch, 15, mode, training, loss, 0.03332431286107749, loss std, 0.007516581986343824 
Epoch, 15, mode, testing, loss, 0.035306757967919114, loss std, 0.007146797884264179 
Epoch, 16, mode, training, loss, 0.03310477997292764, loss std, 0.00745113671557318 
