Epoch, 0, mode, training, loss, 0.23379787154495715, loss std, 0.040691668438338865 
Epoch, 0, mode, testing, loss, 0.17118804693222045, loss std, 0.011819469260449729 
Epoch, 1, mode, training, loss, 0.13322516717016697, loss std, 0.02415097641933844 
Epoch, 1, mode, testing, loss, 0.10159108556807041, loss std, 0.010062246278740505 
Epoch, 2, mode, training, loss, 0.08399584563449025, loss std, 0.014045299395283971 
Epoch, 2, mode, testing, loss, 0.0700109363347292, loss std, 0.009244608306044988 
Epoch, 3, mode, training, loss, 0.06193671132437885, loss std, 0.010632017104518717 
Epoch, 3, mode, testing, loss, 0.05558234617114067, loss std, 0.008829530120740838 
Epoch, 4, mode, training, loss, 0.051613457296043636, loss std, 0.009467792708629023 
Epoch, 4, mode, testing, loss, 0.04843815587460995, loss std, 0.008608975016197668 
Epoch, 5, mode, training, loss, 0.04619433074723929, loss std, 0.009212171951823491 
Epoch, 5, mode, testing, loss, 0.04459598077461124, loss std, 0.008471805039862898 
Epoch, 6, mode, training, loss, 0.04307902620173991, loss std, 0.009013190673936411 
Epoch, 6, mode, testing, loss, 0.04210766900330782, loss std, 0.008360736677880336 
Epoch, 7, mode, training, loss, 0.04110205166507512, loss std, 0.008888545753228113 
Epoch, 7, mode, testing, loss, 0.04060544377192855, loss std, 0.00830557474802588 
Epoch, 8, mode, training, loss, 0.03977634395472705, loss std, 0.008827020997132404 
Epoch, 8, mode, testing, loss, 0.039450725968927146, loss std, 0.008239431562707 
Epoch, 9, mode, training, loss, 0.038802046701312064, loss std, 0.008742072637621476 
Epoch, 9, mode, testing, loss, 0.03858393680304289, loss std, 0.00826392695405755 
