Epoch, 0, mode, training, loss, 0.26111245406791567, loss std, 0.0325119572408821 
Epoch, 0, mode, testing, loss, 0.23989041447639464, loss std, 0.03141712945530756 
Epoch, 1, mode, training, loss, 0.22196525363251568, loss std, 0.029586959579063342 
Epoch, 1, mode, testing, loss, 0.2043389741331339, loss std, 0.029241881414397247 
Epoch, 2, mode, training, loss, 0.18949573207646608, loss std, 0.02573357076262377 
Epoch, 2, mode, testing, loss, 0.17533808909356594, loss std, 0.027136374860129136 
Epoch, 3, mode, training, loss, 0.16318791476078331, loss std, 0.02554057072260475 
Epoch, 3, mode, testing, loss, 0.1518168615177274, loss std, 0.02521767065464283 
Epoch, 4, mode, training, loss, 0.1420248543843627, loss std, 0.022619535627991256 
Epoch, 4, mode, testing, loss, 0.13334377147257329, loss std, 0.023549485785036812 
Epoch, 5, mode, training, loss, 0.12552787736058235, loss std, 0.020744834306329955 
Epoch, 5, mode, testing, loss, 0.11907746195793152, loss std, 0.022083736647491543 
Epoch, 6, mode, training, loss, 0.11287780860438942, loss std, 0.019700557584027188 
Epoch, 6, mode, testing, loss, 0.10818103160709143, loss std, 0.020872767714205622 
Epoch, 7, mode, training, loss, 0.10312481112778187, loss std, 0.018599611767458238 
Epoch, 7, mode, testing, loss, 0.09977978058159351, loss std, 0.0199221973161948 
Epoch, 8, mode, training, loss, 0.0956922726240009, loss std, 0.017438700476511224 
Epoch, 8, mode, testing, loss, 0.09338400345295668, loss std, 0.019097292595947304 
Epoch, 9, mode, training, loss, 0.08998617443721742, loss std, 0.016784535419869344 
Epoch, 9, mode, testing, loss, 0.08840116932988167, loss std, 0.018386534745846738 
Epoch, 10, mode, training, loss, 0.08553551326040179, loss std, 0.01616552274214467 
Epoch, 10, mode, testing, loss, 0.08449311405420304, loss std, 0.017819601946474105 
Epoch, 11, mode, training, loss, 0.08200432644225657, loss std, 0.015685836854706054 
Epoch, 11, mode, testing, loss, 0.08138935305178166, loss std, 0.017431823294305794 
Epoch, 12, mode, training, loss, 0.079168567690067, loss std, 0.015242233594635293 
Epoch, 12, mode, testing, loss, 0.07890888834372163, loss std, 0.016955552110344874 
Epoch, 13, mode, training, loss, 0.07686251760460436, loss std, 0.014905725514072937 
Epoch, 13, mode, testing, loss, 0.07684705788269638, loss std, 0.016666702403272542 
Epoch, 14, mode, training, loss, 0.07495316872373223, loss std, 0.014699290200939462 
Epoch, 14, mode, testing, loss, 0.07514288537204265, loss std, 0.01641138164012816 
Epoch, 15, mode, training, loss, 0.07333799868356436, loss std, 0.0143925144060149 
Epoch, 15, mode, testing, loss, 0.07366477064788342, loss std, 0.01606695544694796 
Epoch, 16, mode, training, loss, 0.07201571671757848, loss std, 0.014210057858956378 
Epoch, 16, mode, testing, loss, 0.07244322095066309, loss std, 0.015975846867746807 
Epoch, 17, mode, training, loss, 0.07088905372656881, loss std, 0.014055792305934815 
Epoch, 17, mode, testing, loss, 0.07135949963703751, loss std, 0.015735093713047613 
Epoch, 18, mode, training, loss, 0.06988223623484373, loss std, 0.013898132380556509 
Epoch, 18, mode, testing, loss, 0.07045552460476756, loss std, 0.015558705570796165 
Epoch, 19, mode, training, loss, 0.06904000625945628, loss std, 0.013747573316890839 
Epoch, 19, mode, testing, loss, 0.06967589026317, loss std, 0.01550081291027911 
Epoch, 20, mode, training, loss, 0.06828914198558778, loss std, 0.013640967128659745 
Epoch, 20, mode, testing, loss, 0.06901296433061362, loss std, 0.015363375101830622 
Epoch, 21, mode, training, loss, 0.06764415381476283, loss std, 0.0135683163393349 
Epoch, 21, mode, testing, loss, 0.06842966983094811, loss std, 0.015245734601888513 
Epoch, 22, mode, training, loss, 0.06705189584754408, loss std, 0.013417298610960401 
Epoch, 22, mode, testing, loss, 0.06783480131998658, loss std, 0.015126442331598761 
Epoch, 23, mode, training, loss, 0.06654822123236954, loss std, 0.013389154863288427 
Epoch, 23, mode, testing, loss, 0.06735013108700513, loss std, 0.015035369621960535 
Epoch, 24, mode, training, loss, 0.06608463265001774, loss std, 0.013291518191254865 
Epoch, 24, mode, testing, loss, 0.06691444022580981, loss std, 0.014981996128328543 
Epoch, 25, mode, training, loss, 0.06566461513284594, loss std, 0.013227885150121636 
Epoch, 25, mode, testing, loss, 0.0665118490345776, loss std, 0.014910618931988025 
Epoch, 26, mode, training, loss, 0.0653077119262889, loss std, 0.013143707894474842 
Epoch, 26, mode, testing, loss, 0.06622959142550826, loss std, 0.014874968672233231 
Epoch, 27, mode, training, loss, 0.06498670945875347, loss std, 0.01309578091765731 
Epoch, 27, mode, testing, loss, 0.06591683151200414, loss std, 0.014675050046657229 
Epoch, 28, mode, training, loss, 0.06465876463335007, loss std, 0.013043416912054922 
Epoch, 28, mode, testing, loss, 0.06557017685845494, loss std, 0.01474800442607862 
Epoch, 29, mode, training, loss, 0.06438307783100754, loss std, 0.013030822746179713 
Epoch, 29, mode, testing, loss, 0.06531803105026483, loss std, 0.014663144143217087 
Epoch, 30, mode, training, loss, 0.06411344280932099, loss std, 0.012990598099853113 
Epoch, 30, mode, testing, loss, 0.06504318518564105, loss std, 0.014678887773474796 
Epoch, 31, mode, training, loss, 0.06390697022434325, loss std, 0.012948536585156581 
Epoch, 31, mode, testing, loss, 0.06484795762225985, loss std, 0.014610145076003469 
