Epoch, -2, mode, training, loss, 0.0, loss std, 0.0 
Epoch, -2, mode, testing, loss, 0.0, loss std, 0.0 
Epoch, -1, mode, training, loss, 9.126631359259287, loss std, 1.8852844597740301 
Epoch, -1, mode, testing, loss, 8.781747277577718, loss std, 2.066189775398276 
Epoch, 0, mode, training, loss, 8.973198439677557, loss std, 1.8589196814585152 
Epoch, 0, mode, testing, loss, 8.414916729927063, loss std, 1.977591888200058 
Epoch, 1, mode, training, loss, 8.495591368277868, loss std, 1.765207044700132 
Epoch, 1, mode, testing, loss, 7.946151892344157, loss std, 1.8632049738698688 
Epoch, 2, mode, training, loss, 8.192687153816223, loss std, 1.6853334268669544 
Epoch, 2, mode, testing, loss, 7.843919928868612, loss std, 1.8388615767017789 
Epoch, 3, mode, training, loss, 8.147197123368581, loss std, 1.6763084046975576 
Epoch, 3, mode, testing, loss, 7.83195743560791, loss std, 1.8361264388202045 
Epoch, 4, mode, training, loss, 8.14033277730147, loss std, 1.6749975534321735 
Epoch, 4, mode, testing, loss, 7.828805994987488, loss std, 1.8353415719753219 
Epoch, 5, mode, training, loss, 8.1378638535738, loss std, 1.674482538382206 
Epoch, 5, mode, testing, loss, 7.827238114674886, loss std, 1.835044511315393 
Epoch, 6, mode, training, loss, 8.13643145263195, loss std, 1.6741562617167098 
Epoch, 6, mode, testing, loss, 7.826266201337178, loss std, 1.8347286921731378 
Epoch, 7, mode, training, loss, 8.135567950208982, loss std, 1.6740016633528183 
Epoch, 7, mode, testing, loss, 7.825598057111105, loss std, 1.8346311037144563 
Epoch, 8, mode, training, loss, 8.135017777482668, loss std, 1.6739112632989348 
Epoch, 8, mode, testing, loss, 7.825237894058228, loss std, 1.834541375950859 
Epoch, 9, mode, training, loss, 8.134678920110067, loss std, 1.6738242445952496 
Epoch, 9, mode, testing, loss, 7.824994587898255, loss std, 1.8344861515016055 
Epoch, 10, mode, training, loss, 8.134439083933831, loss std, 1.6737753888871318 
Epoch, 10, mode, testing, loss, 7.824805291493734, loss std, 1.834433115229946 
Epoch, 11, mode, training, loss, 8.134282982349395, loss std, 1.6737479548928897 
Epoch, 11, mode, testing, loss, 7.824696707725525, loss std, 1.8344405443973604 
Epoch, 12, mode, training, loss, 8.134168710311254, loss std, 1.6737242510666805 
Epoch, 12, mode, testing, loss, 7.824632263183593, loss std, 1.8343686295542365 
Epoch, 13, mode, training, loss, 8.13409465253353, loss std, 1.6737097371216612 
Epoch, 13, mode, testing, loss, 7.824542323748271, loss std, 1.8343943740619697 
Epoch, 14, mode, training, loss, 8.134030063947042, loss std, 1.673685021948841 
Epoch, 14, mode, testing, loss, 7.824514540036519, loss std, 1.8343500953436405 
Epoch, 15, mode, training, loss, 8.133975125352542, loss std, 1.6736792855142635 
Epoch, 15, mode, testing, loss, 7.824482440948486, loss std, 1.834363156170454 
Epoch, 16, mode, training, loss, 8.13393749197324, loss std, 1.6736881829669585 
Epoch, 16, mode, testing, loss, 7.824448068936666, loss std, 1.834344707299497 
Epoch, 17, mode, training, loss, 8.133912471930186, loss std, 1.6736721677468827 
Epoch, 17, mode, testing, loss, 7.8244180599848425, loss std, 1.8343380160977387 
Epoch, 18, mode, training, loss, 8.133893164992333, loss std, 1.6736741960087913 
Epoch, 18, mode, testing, loss, 7.824406679471334, loss std, 1.8343573402112028 
Epoch, 19, mode, training, loss, 8.133846987287203, loss std, 1.6736703477984967 
Epoch, 19, mode, testing, loss, 7.824373618761698, loss std, 1.8343186734252819 
